CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Salary,Churn
630,Spain,Female,21,1,85818.18,1,1,1,133102,0
648,Germany,Male,34,3,95039.73,2,1,1,147056,0
748,France,Male,44,4,112610.77,1,0,1,2049,0
488,Germany,Female,28,7,139246.22,2,1,0,106799,0
727,Germany,Male,21,8,153344.72,1,1,1,163296,0
631,Germany,Male,37,8,138292.64,2,0,0,152423,1
749,Spain,Male,36,7,0.0,2,0,0,80135,0
461,Spain,Female,25,6,0.0,2,1,1,15306,0
614,Spain,Female,39,6,0.0,2,1,1,164019,0
806,Germany,Male,36,8,167983.17,2,1,1,106714,0
679,France,Male,47,10,198546.1,2,1,0,191199,1
703,France,Female,32,6,0.0,2,0,0,33607,0
673,France,Male,30,1,64097.75,1,1,1,77783,0
535,Germany,Male,40,7,111756.5,1,1,0,8128,1
467,France,Male,57,1,0.0,2,1,1,114449,0
521,Spain,Female,34,7,70731.07,1,1,1,20244,1
827,France,Female,60,2,0.0,2,0,1,60616,0
515,France,Female,66,6,0.0,2,1,1,160663,0
666,France,Male,39,10,0.0,2,1,0,102999,0
595,Germany,Female,41,2,138878.81,1,0,1,112270,0
666,Germany,Male,74,7,105102.5,1,1,1,46172,0
571,France,Female,35,1,104783.81,2,0,1,178513,0
474,France,Male,37,3,98431.37,1,0,0,75698,0
753,France,Female,40,0,3768.69,2,1,0,177065,1
446,France,Female,39,1,90217.07,1,1,0,191350,0
627,Germany,Female,39,5,124586.93,1,1,0,93133,1
664,Germany,Male,36,6,71142.77,2,1,0,122433,0
683,France,Male,31,2,0.0,2,0,1,77327,0
617,Spain,Female,45,1,0.0,1,1,0,143298,0
710,Germany,Male,37,6,135795.63,1,0,1,46524,0
631,Spain,Male,33,2,0.0,2,1,1,158269,0
709,France,Female,45,3,104118.5,1,0,1,174032,0
773,France,Male,25,1,124532.78,2,0,1,11724,0
680,France,Female,24,10,0.0,3,1,0,154972,1
472,France,Female,37,1,0.0,2,1,1,48358,0
686,Germany,Male,26,1,57422.62,1,1,1,79189,0
566,France,Female,21,3,0.0,2,1,1,3626,0
606,France,Male,32,5,83161.65,1,1,1,116886,0
629,France,Male,39,2,129669.32,2,1,0,82774,0
606,Spain,Male,38,7,128578.52,1,1,1,193879,0
637,France,Male,32,5,0.0,1,0,0,148769,0
624,Spain,Male,51,5,174397.21,2,1,1,172373,0
571,France,Female,53,2,0.0,2,1,0,28046,0
613,Spain,Female,32,0,0.0,2,0,1,126676,0
667,Spain,Male,35,4,97585.32,2,0,0,57213,0
632,Spain,Female,40,3,109740.62,1,1,0,141897,0
798,Germany,Female,49,5,132571.67,1,1,1,31686,1
658,Germany,Male,31,2,77082.65,2,0,0,13482,0
481,France,Male,40,3,0.0,1,1,1,32320,0
606,Spain,Male,42,10,0.0,2,1,0,177939,0
548,Spain,Male,37,4,0.0,1,1,0,121764,0
679,France,Male,60,8,0.0,2,1,1,51381,0
595,France,Male,41,9,0.0,2,1,0,5967,0
778,France,Male,42,6,0.0,2,1,1,106197,0
683,France,Male,43,8,0.0,1,1,0,96755,0
526,France,Male,30,9,0.0,2,0,0,100996,0
841,France,Female,31,3,162701.65,2,1,1,126795,0
683,Germany,Female,35,1,132371.3,2,0,0,186124,0
689,France,Male,39,4,0.0,2,1,0,196112,0
664,France,Male,48,10,0.0,1,1,0,140173,1
827,Germany,Female,47,8,143001.5,2,1,0,108978,0
616,France,Male,34,10,0.0,2,1,0,25662,0
714,Spain,Male,45,0,124693.48,1,0,1,187194,0
591,Spain,Male,31,8,0.0,1,1,1,141677,0
631,France,Female,31,8,137687.72,1,1,0,190067,0
676,France,Female,34,8,82909.14,1,1,0,91817,1
685,France,Male,58,1,104796.54,1,1,1,154181,0
806,France,Female,67,1,0.0,2,0,1,103946,0
665,France,Female,38,5,0.0,2,1,0,156440,0
633,France,Male,29,10,130206.28,1,1,0,184655,0
529,Spain,Male,38,7,99842.5,2,1,0,90256,1
735,Germany,Male,28,5,160454.15,2,0,1,114957,0
641,France,Female,38,3,0.0,2,1,0,116466,0
646,France,Male,50,0,104129.24,2,1,0,181795,1
679,France,Male,37,7,74260.03,1,1,0,194618,0
676,France,Male,38,8,0.0,2,1,1,133693,0
736,France,Female,30,9,0.0,2,1,0,34180,0
595,Germany,Female,41,9,150463.11,2,0,1,81548,0
549,France,Female,25,5,0.0,2,0,0,190858,0
544,Spain,Male,22,4,0.0,2,1,0,70008,0
707,France,Female,36,6,0.0,1,0,0,98811,0
709,Germany,Male,23,8,73314.04,2,1,0,63446,0
845,France,Male,33,8,164385.53,1,1,0,150665,0
734,France,Female,29,0,139994.66,1,1,0,17745,0
754,Germany,Male,57,2,101134.87,2,1,1,70954,0
698,France,Male,29,5,95167.55,1,1,1,152723,0
679,France,Male,41,8,147726.98,3,1,0,172749,1
671,Germany,Female,48,9,116711.06,2,0,0,76373,0
699,Spain,Male,26,6,79932.41,1,0,0,150242,0
662,Spain,Male,33,3,0.0,2,0,1,68065,0
583,France,Male,59,7,127450.14,1,0,1,67553,0
537,Germany,Male,39,3,135309.36,1,1,0,31729,1
609,Spain,Female,43,6,86053.52,2,1,1,113276,1
593,Germany,Female,62,3,118233.81,1,0,1,24766,1
516,Spain,Male,50,5,0.0,1,0,1,146146,1
555,Spain,Male,32,4,0.0,2,1,1,54406,0
586,Germany,Female,47,5,157099.47,2,1,1,65482,0
616,France,Male,40,9,0.0,2,0,0,93718,0
686,Germany,Male,35,2,109342.82,2,0,1,86043,0
562,Spain,Female,35,0,0.0,2,1,0,119900,0
539,Spain,Male,28,5,0.0,2,1,0,48382,0
678,Germany,Male,36,3,145747.67,2,0,1,89567,0
752,Germany,Female,45,3,105426.5,2,0,1,89773,0
720,France,Male,33,2,0.0,2,0,1,141031,0
685,France,Female,50,6,94238.75,2,1,1,50664,1
763,Germany,Male,42,6,100160.75,1,1,0,33463,1
644,Germany,Female,34,10,122196.99,2,1,1,182100,0
486,Germany,Female,40,9,71340.09,1,1,0,76192,0
709,Germany,Male,34,4,148375.19,2,1,1,21521,0
614,France,Female,41,8,121558.46,1,1,1,599,0
582,Spain,Female,46,8,67563.31,1,1,0,44506,1
827,Spain,Female,35,0,0.0,2,0,1,184514,0
553,France,Male,41,1,0.0,2,1,0,90607,0
699,France,Male,32,3,0.0,2,1,1,170770,0
671,Spain,Female,34,5,130929.02,4,1,1,28238,1
735,France,Male,41,7,74135.85,1,1,1,11783,1
468,Spain,Male,28,3,0.0,2,1,0,170661,0
674,France,Female,26,10,0.0,2,1,1,138423,0
666,France,Female,34,9,115897.12,1,1,1,25095,0
796,Spain,Male,32,5,102773.15,2,0,1,117833,0
623,France,Female,34,9,0.0,1,1,0,24255,0
673,France,Male,31,1,108345.22,1,0,1,38802,0
737,Spain,Male,38,6,146282.79,2,1,0,198516,0
555,Spain,Male,50,7,128061.0,2,1,1,62375,0
727,France,Male,18,4,133550.67,1,1,1,46941,0
624,France,Male,71,7,0.0,2,1,1,108842,0
765,Germany,Male,43,4,148962.76,1,0,1,173879,1
588,Germany,Female,40,10,125534.51,1,1,0,121504,1
764,Spain,Male,38,4,113607.47,1,1,0,91094,0
711,France,Female,29,3,130181.47,2,1,0,31811,0
575,France,Male,46,1,0.0,2,1,1,65998,0
646,Germany,Female,30,10,100548.67,2,0,0,136984,0
383,Spain,Female,48,8,95808.19,1,0,0,137702,1
489,Germany,Female,52,1,131441.51,1,1,0,37240,1
481,France,Male,44,9,175303.06,1,1,0,65501,1
493,France,Female,36,5,148667.81,2,1,0,56093,0
732,Germany,Female,48,4,102962.62,1,1,0,120853,1
788,Spain,Male,37,8,141541.25,1,0,0,66013,0
838,Spain,Male,43,9,123105.88,2,1,0,145766,0
753,Spain,Male,51,4,79811.72,2,0,1,68260,1
607,France,Male,25,3,0.0,2,0,0,187049,0
521,France,Female,32,2,136555.01,2,1,1,129353,0
704,Spain,Male,33,3,0.0,2,1,0,73019,0
660,France,Female,35,6,100768.77,1,1,0,19200,0
538,Spain,Male,43,5,0.0,2,1,0,126934,0
699,Spain,Male,47,1,0.0,2,0,1,30117,0
801,France,Male,43,4,158713.08,2,0,0,98586,0
677,Germany,Female,44,4,148770.61,2,1,1,191058,0
510,Germany,Female,50,7,123936.54,1,1,1,23768,0
807,Germany,Female,42,9,105356.09,2,1,1,130489,0
639,France,Female,38,4,81550.94,2,0,1,118975,0
762,France,Male,35,9,0.0,2,1,1,43076,0
568,Germany,Female,29,2,129177.01,2,0,1,104618,0
670,Spain,Male,67,6,158719.57,1,1,1,118607,0
443,Germany,Female,29,9,99027.61,2,1,0,10940,0
648,France,Female,44,2,0.0,2,1,1,58652,0
658,France,Female,40,7,140596.95,1,0,1,135459,1
838,Spain,Female,41,5,0.0,2,1,0,81314,0
660,France,Female,48,0,90044.32,2,0,1,187605,1
684,France,Female,41,6,135203.81,2,1,1,121968,0
706,Germany,Female,28,6,124923.35,2,1,1,50299,0
621,France,Male,31,7,136658.61,1,1,1,148689,0
850,France,Female,37,7,153147.75,1,1,1,152235,0
660,Germany,Male,41,1,129901.21,1,1,0,26026,1
842,Spain,Female,44,2,112652.08,2,1,0,126645,0
709,France,Female,32,7,0.0,2,1,1,199418,0
675,France,Male,34,1,124619.33,2,0,1,163668,0
599,France,Male,34,8,0.0,2,1,1,174197,0
538,France,Female,32,2,0.0,1,1,1,80131,0
771,Spain,Female,67,8,0.0,2,1,1,51220,0
850,Germany,Female,31,1,108822.4,1,1,1,132173,0
717,Spain,Female,22,6,101060.25,1,0,1,84700,0
683,France,Female,26,7,0.0,2,1,0,86620,0
468,France,Female,22,1,76318.64,1,1,1,194783,0
764,France,Female,24,7,0.0,2,1,0,186106,0
520,France,Female,46,10,85216.61,1,1,0,117370,1
802,Spain,Male,40,4,0.0,2,1,1,81908,0
622,Germany,Female,58,7,116922.25,1,1,0,120416,1
577,Spain,Male,51,2,108867.0,1,0,0,140801,1
698,France,Male,36,2,82275.35,2,1,1,93249,0
646,Germany,Male,50,6,145295.31,2,1,1,27815,0
542,Germany,Male,25,8,139330.1,1,0,0,54372,0
804,France,Female,71,8,0.0,2,0,1,147996,0
487,France,Female,34,2,96019.5,1,0,0,9085,0
592,Spain,Male,45,8,84692.5,1,0,1,67214,0
605,Spain,Male,41,5,103154.66,1,0,0,143204,0
647,Spain,Male,33,7,121260.19,2,1,0,77216,0
656,France,Male,35,6,0.0,2,1,0,1485,0
758,France,Female,42,7,0.0,2,0,1,76210,0
677,France,Female,29,3,86616.35,1,0,0,91904,1
558,France,Female,41,6,0.0,1,1,1,143585,1
640,France,Female,66,9,116037.76,1,0,1,184636,0
541,France,Male,34,3,128743.55,1,1,0,134851,0
579,Germany,Male,49,4,169377.31,1,1,1,123535,0
667,Spain,Female,40,1,146502.07,1,1,0,19163,0
533,France,Female,39,2,0.0,1,0,1,73670,1
540,Spain,Male,39,2,0.0,2,1,0,81996,0
850,Germany,Female,33,2,83415.04,1,0,1,74918,0
778,Germany,Female,37,0,105617.73,2,1,1,133700,1
806,Germany,Female,59,0,135296.33,1,1,0,182822,0
449,Spain,Female,31,1,113693.0,1,0,0,82796,0
644,Spain,Male,32,3,136659.74,1,1,1,14188,0
850,France,Male,28,8,99986.98,1,1,0,196583,0
654,France,Male,37,6,83568.55,1,1,0,47047,0
510,France,Female,32,1,0.0,2,0,1,28515,0
683,Germany,Female,43,4,115888.04,1,1,1,117349,1
572,France,Male,30,6,117696.67,1,1,0,100844,0
581,France,Female,47,1,122949.14,1,0,0,180252,1
644,Spain,Male,18,8,0.0,2,1,0,59172,0
654,Spain,Female,54,5,0.0,2,0,1,47139,0
702,Spain,Male,32,8,71667.74,1,1,1,126082,0
739,Germany,Male,32,3,102128.27,1,1,0,63981,1
664,France,Female,38,4,74306.19,2,1,0,154396,0
739,Germany,Female,25,5,113113.12,1,1,0,129181,0
755,France,Male,34,3,0.0,2,1,1,158816,0
496,Germany,Female,55,4,125292.53,1,1,1,31533,1
702,Spain,Male,44,9,0.0,1,0,0,59207,1
559,Spain,Female,39,2,0.0,2,1,1,121151,0
669,France,Male,57,5,0.0,2,1,1,56876,0
698,France,Female,27,1,94920.71,1,1,1,40340,0
691,France,Male,38,7,0.0,2,0,0,81617,0
648,Spain,Female,31,5,0.0,2,1,1,5199,0
549,France,Female,29,8,0.0,2,1,1,189558,0
608,Germany,Female,44,5,126147.84,1,0,1,132425,1
654,France,Female,28,7,0.0,2,1,0,151316,0
648,Spain,Female,27,7,0.0,2,1,1,163060,0
733,Spain,Male,44,3,106070.89,1,0,1,101617,0
701,France,Male,37,8,107798.85,1,1,0,16967,0
681,France,Male,38,6,153722.47,1,1,0,101320,0
711,France,Female,21,0,82844.33,2,0,1,1409,0
746,Spain,Male,24,10,68781.82,1,0,1,47997,0
501,France,Female,34,3,107747.57,1,1,0,9249,0
667,Spain,Male,31,5,0.0,2,1,1,20347,0
700,France,Male,26,4,119009.57,1,1,0,141926,0
561,Spain,Male,37,4,101470.29,1,0,1,88838,0
454,Spain,Female,48,5,144837.79,1,1,1,93152,0
675,France,Female,49,0,0.0,1,1,1,80497,1
586,France,Female,35,7,164769.02,3,1,0,119814,1
655,France,Male,38,4,0.0,2,0,0,110528,0
565,France,Male,36,6,106192.1,1,1,0,149576,0
777,Germany,Female,46,0,107362.8,1,1,0,487,0
810,Germany,Male,69,3,27288.43,1,1,1,110510,0
708,Germany,Female,54,8,145151.4,1,0,1,125311,1
738,Spain,Male,35,8,127290.61,1,1,0,16082,0
494,France,Male,25,6,0.0,2,0,1,109988,0
707,France,Male,47,3,0.0,2,1,0,174303,0
624,France,Female,23,5,0.0,2,0,0,132419,0
724,France,Male,34,2,154485.74,2,0,0,78561,0
641,France,Female,35,4,0.0,2,0,0,125986,0
626,France,Male,44,10,0.0,2,0,0,164288,0
624,Spain,Female,23,6,0.0,2,0,1,196669,0
544,Spain,Male,22,3,66483.32,1,0,1,110317,0
850,Spain,Male,37,4,137204.77,1,1,1,28866,0
752,Spain,Male,44,6,83870.33,1,1,0,178722,0
567,France,Female,23,9,93522.2,1,0,1,81426,0
700,France,Female,27,6,137963.07,1,0,0,8997,0
510,France,Female,52,6,191665.21,1,1,1,131313,1
638,Germany,Male,62,4,108716.59,2,1,1,74241,0
489,Spain,Male,58,4,0.0,2,1,1,191419,0
426,France,Female,34,3,0.0,2,1,1,61231,0
698,Germany,Male,52,8,96781.39,1,1,1,153374,0
449,France,Male,52,6,0.0,2,0,1,123622,0
691,France,Male,41,2,0.0,1,1,1,56851,1
520,Spain,Female,42,6,0.0,2,1,1,34411,0
746,Spain,Female,25,3,104833.79,1,0,0,71911,0
693,France,Male,68,2,0.0,2,1,1,59865,0
735,France,Male,55,6,134140.68,1,1,0,2268,0
668,Spain,Female,30,8,0.0,2,1,0,138466,0
712,Germany,Male,43,1,141749.74,2,0,1,90905,0
579,France,Female,45,2,0.0,2,0,0,11514,0
584,France,Male,28,10,0.0,2,1,0,19834,0
771,Spain,Female,47,3,72664.0,2,1,1,107874,0
738,Germany,Female,57,9,148384.64,1,0,0,155047,1
839,Spain,Female,33,10,75592.43,1,1,0,62674,0
549,Spain,Female,39,7,0.0,1,0,0,81259,1
850,Germany,Female,36,3,169025.83,1,1,0,174235,0
625,Spain,Female,57,7,0.0,1,0,0,84106,1
833,France,Male,47,2,0.0,2,1,1,182248,0
713,France,Male,36,8,133889.35,1,1,1,143266,0
678,Spain,Female,40,4,113794.22,1,1,0,16619,0
648,France,Male,33,7,134944.0,1,1,1,117036,0
705,France,Female,39,3,92224.56,1,1,1,54517,0
582,France,Female,32,1,116409.55,1,0,1,152791,0
776,Germany,Male,33,8,115130.34,1,0,0,129526,1
644,Germany,Male,34,9,112746.54,2,0,0,141230,0
554,Germany,Male,43,5,99906.89,1,0,0,24983,0
512,Spain,Male,31,6,0.0,2,1,0,168462,0
513,France,Male,29,10,0.0,2,0,1,25515,0
435,France,Male,36,4,0.0,1,1,1,197015,0
556,France,Female,52,9,0.0,1,1,0,175149,1
815,France,Male,45,7,0.0,1,0,1,52885,1
714,Spain,Male,44,7,0.0,1,0,1,6923,0
740,Germany,Female,40,2,122295.17,2,1,1,30813,0
583,France,Male,27,7,0.0,2,1,0,51285,0
620,France,Female,70,3,87926.24,2,1,0,33350,1
776,France,Male,36,1,0.0,2,1,0,53478,0
744,Germany,Male,32,4,96106.83,1,1,1,79813,0
718,Germany,Male,63,7,123204.88,1,1,1,100539,0
539,Spain,Female,37,1,130922.81,2,0,0,2187,0
445,Spain,Male,62,1,64119.38,1,1,1,76570,1
850,Spain,Male,54,7,108185.81,2,0,0,24093,1
526,Spain,Female,36,5,91132.18,1,0,0,58112,0
615,France,Female,61,1,104267.7,1,1,0,62846,1
658,France,Female,39,4,0.0,1,1,1,147530,0
550,France,Male,38,9,140278.99,3,1,1,171457,1
591,Germany,Male,46,4,129269.27,1,1,0,163504,0
819,Spain,Female,28,8,168253.21,1,1,1,102799,0
747,France,Male,42,4,80214.36,1,1,0,115242,1
540,Spain,Male,28,8,0.0,2,0,0,197588,0
666,Germany,Female,50,7,109062.28,1,1,1,140136,1
436,Spain,Male,43,5,0.0,2,1,1,35687,0
680,France,Male,44,3,0.0,2,1,0,86935,0
482,Germany,Male,45,7,156353.46,1,1,0,72644,1
683,France,Male,25,4,0.0,2,1,0,152698,0
469,Spain,Male,35,5,0.0,2,1,0,186490,0
646,France,Female,34,3,131283.11,1,0,0,130501,0
688,Germany,Female,46,0,74458.25,1,0,1,6866,0
715,Spain,Female,35,4,40169.88,2,1,1,199857,0
543,France,Male,42,4,89838.71,3,1,0,85984,1
416,France,Male,32,0,0.0,2,0,1,879,0
614,Spain,Male,39,3,151914.93,1,0,0,56459,0
501,France,Female,41,3,144260.5,1,1,0,172115,0
704,France,Male,31,0,0.0,2,1,0,183038,0
552,France,Female,41,9,124349.34,1,1,0,135635,0
712,Germany,Male,53,6,134729.99,2,1,1,132703,0
521,France,Male,39,7,0.0,2,0,1,654,0
595,Germany,Female,26,8,118547.72,1,1,1,151192,0
569,Spain,Female,51,3,0.0,3,1,0,75085,1
678,France,Female,60,10,117738.81,1,1,0,147490,1
598,France,Male,38,0,125487.89,1,0,0,158112,0
631,France,Male,33,7,0.0,1,1,1,58043,1
756,Germany,Male,27,1,131899.0,1,1,0,93302,0
663,France,Male,36,10,0.0,2,1,0,136350,0
592,Spain,Male,35,6,80285.16,1,1,0,72679,1
671,Germany,Male,45,6,99564.22,1,1,1,108872,1
745,France,Female,28,6,0.0,2,1,0,154389,0
620,France,Female,67,3,0.0,2,1,1,43487,0
561,France,Female,31,1,81480.27,2,1,1,65235,0
682,France,Male,30,9,0.0,2,1,1,2053,0
850,Spain,Male,30,2,141040.01,1,1,1,5978,0
792,Spain,Male,47,0,0.0,1,1,1,5558,1
604,France,Male,34,7,0.0,2,1,1,188079,0
729,Spain,Female,28,0,0.0,2,1,1,31165,1
710,Spain,Male,62,3,131078.42,2,1,0,119349,1
637,France,Male,27,1,0.0,2,1,0,91291,0
520,France,Female,39,1,73493.17,1,0,1,109626,1
686,France,Female,41,10,0.0,1,1,0,133086,0
730,Germany,Female,37,5,124053.03,1,1,0,118592,0
721,Spain,Male,43,3,88798.34,1,0,0,45611,0
825,France,Male,40,6,132308.22,1,0,0,117122,0
526,Spain,Female,33,8,114634.63,2,1,0,110114,1
769,Germany,Female,45,5,126674.81,1,1,0,124119,1
814,Germany,Male,29,1,131968.57,2,1,1,147694,0
738,Germany,Male,62,10,83008.31,1,1,1,42766,0
695,France,Male,29,5,0.0,2,1,1,6770,0
708,France,Female,34,4,0.0,1,1,1,62868,0
528,France,Male,29,3,102787.42,1,1,0,55973,0
492,France,Female,28,9,0.0,2,1,0,95957,0
438,Spain,Female,54,2,0.0,1,0,0,191763,1
711,Germany,Female,45,1,97486.15,2,1,0,50611,0
705,Spain,Female,40,5,203715.15,1,1,0,179979,1
511,Germany,Female,75,9,105609.17,1,0,1,105425,0
724,France,Female,29,6,0.0,2,0,1,64730,0
623,Spain,Female,40,4,0.0,3,1,0,31669,0
605,Spain,Female,29,3,116805.82,1,0,0,4093,0
634,France,Female,36,1,69518.95,1,1,0,116238,0
760,France,Female,32,7,0.0,2,1,1,105969,0
560,Spain,Female,33,9,0.0,1,0,1,183358,0
452,France,Female,35,8,0.0,2,1,1,149615,0
667,Germany,Female,36,1,114391.62,1,1,1,53413,0
721,France,Male,42,4,102936.72,1,0,0,1188,0
537,Germany,Female,41,3,138306.34,1,1,0,106761,0
679,Germany,Male,58,8,125850.53,2,1,1,87008,0
787,France,Female,85,10,0.0,2,1,1,116538,0
798,France,Female,37,4,111723.08,1,1,1,83478,0
619,Spain,Female,41,8,0.0,3,1,1,79867,1
508,France,Male,26,7,205962.0,1,1,0,156424,0
725,France,Female,33,4,0.0,1,1,1,67880,0
695,Germany,Male,40,7,139022.24,1,0,1,193383,0
572,Germany,Male,51,8,97750.07,3,1,1,193014,1
745,Spain,Female,59,8,0.0,1,1,1,36125,0
624,Germany,Female,40,3,149961.99,2,1,0,104611,0
651,France,Male,34,4,91562.99,1,1,1,123954,0
501,France,Female,39,9,117301.66,1,0,0,182026,0
743,Spain,Female,48,5,118207.69,2,0,0,186489,1
779,France,Male,27,1,0.0,2,1,1,190623,0
678,Spain,Male,27,2,0.0,2,1,1,13221,0
850,Spain,Female,24,1,0.0,2,0,1,69053,0
749,Germany,Male,66,6,182532.23,2,1,1,195430,0
571,France,Female,47,7,0.0,2,0,0,112367,0
667,Spain,Female,23,6,136100.69,2,0,0,169669,1
805,Germany,Male,56,6,151802.29,1,1,0,46791,1
553,France,Male,33,4,118082.89,1,0,0,94440,0
724,Germany,Male,34,6,118235.7,2,0,0,157137,0
576,France,Female,52,9,170228.59,2,0,0,148478,1
640,Germany,Male,39,9,131607.28,4,0,1,6981,1
788,Spain,Male,36,10,109632.85,1,1,1,16149,0
818,France,Female,49,2,0.0,1,0,1,192299,1
438,Germany,Male,31,8,78398.69,1,1,0,44937,0
677,Germany,Female,41,8,146720.98,2,1,1,4196,0
588,Germany,Male,49,6,132623.76,3,1,0,36293,1
749,France,Male,37,7,0.0,2,1,0,20307,0
699,Germany,Male,32,1,123906.22,3,1,1,127444,1
679,France,Male,48,8,0.0,2,1,0,23345,0
616,France,Female,37,6,0.0,2,1,0,86242,0
585,Germany,Male,36,5,146050.97,2,0,0,86425,0
636,France,Male,36,5,117559.05,2,1,1,111573,0
668,France,Male,38,10,86977.96,1,0,1,37095,0
511,Spain,Female,57,8,122950.31,1,1,1,181259,0
591,Spain,Female,39,3,0.0,3,1,0,140469,1
850,Germany,Male,61,3,141784.02,1,1,1,92054,0
564,Spain,Male,31,0,125175.58,1,1,1,72757,0
427,France,Male,29,1,141325.56,1,1,1,93839,0
768,France,Female,28,3,109118.05,2,0,1,50911,0
754,Spain,Female,32,7,0.0,2,1,0,89521,0
841,France,Female,52,5,0.0,1,0,0,183240,1
718,France,Female,29,3,0.0,1,0,1,134462,0
850,France,Male,35,2,0.0,2,1,1,56992,0
481,France,Female,39,6,0.0,1,1,1,24678,0
710,Spain,Male,23,6,0.0,2,1,1,134188,0
687,Spain,Female,39,2,0.0,3,0,0,188151,1
850,Germany,Male,36,7,102800.72,1,1,1,87352,0
649,France,Female,46,2,0.0,2,1,1,66603,0
767,France,Female,34,8,0.0,2,1,0,94768,0
536,France,Female,61,8,65190.29,1,1,1,64308,1
535,Spain,Female,50,1,140292.58,3,0,0,69531,1
637,Germany,Male,41,2,138014.4,2,1,0,140298,0
668,Spain,Male,38,1,147904.31,1,1,1,69370,0
660,Spain,Male,33,2,80462.24,1,0,0,150422,0
558,France,Male,27,1,152283.39,1,1,0,183271,0
666,France,Male,46,5,123873.19,1,1,1,177844,0
601,Spain,Female,42,4,96763.89,1,1,1,199243,0
563,France,Female,32,0,148326.09,1,1,0,191604,1
513,Spain,Male,88,10,0.0,2,1,1,52952,0
572,Germany,Male,39,4,112290.22,1,1,0,49374,1
591,France,Female,38,2,142289.28,1,0,1,119639,0
756,Germany,Male,44,10,137452.09,1,1,0,189544,0
682,France,Female,52,5,112670.48,1,1,0,21085,1
796,France,Male,30,2,137262.71,2,1,0,62905,0
556,France,Male,34,8,163757.06,1,1,1,104000,0
498,Germany,Male,37,8,108432.88,2,1,1,14865,0
618,Germany,Female,40,0,140306.38,1,1,0,160619,1
850,Spain,Female,39,10,0.0,2,1,1,143030,0
613,Spain,Male,37,3,171653.17,1,0,1,5353,0
632,France,Male,50,2,0.0,2,0,0,57943,0
576,Germany,Male,63,3,148843.56,1,1,0,69414,1
668,France,Female,31,9,0.0,2,0,0,41292,0
725,France,Female,31,6,0.0,1,0,0,61326,0
805,France,Female,31,4,0.0,2,1,0,4798,0
705,Spain,Male,39,6,133261.13,1,1,1,78066,0
580,Germany,Male,44,9,143391.07,1,0,0,146891,1
552,Germany,Male,50,4,121175.56,1,1,0,117505,1
750,Spain,Female,37,2,113817.06,1,0,0,88334,0
589,Germany,Female,41,7,92618.62,1,1,1,101179,0
462,France,Male,27,4,176913.52,1,1,0,80587,0
603,France,Male,35,6,128993.76,2,1,0,130484,0
589,France,Male,38,2,0.0,1,1,0,79915,0
592,France,Female,31,2,84102.11,2,0,1,116385,0
818,Germany,Female,72,8,135290.42,2,1,1,63730,0
604,Germany,Female,42,10,166031.45,1,1,0,98293,0
781,Germany,Female,48,9,82794.18,1,1,0,124721,1
596,Spain,Male,41,5,0.0,2,0,1,141054,0
672,France,Male,31,6,91125.75,1,1,0,177296,0
713,Germany,Male,40,3,114446.84,2,1,1,87308,0
846,France,Female,37,6,127103.97,1,1,1,41516,0
574,Germany,Male,54,1,99774.5,1,0,0,4896,1
643,Germany,Male,28,9,160858.13,2,1,0,27149,0
759,Germany,Male,31,4,98899.91,1,1,1,47833,0
565,Germany,Female,38,7,145400.69,2,1,1,83845,0
762,Spain,Male,35,9,122929.42,2,0,0,149822,0
628,Germany,Female,61,1,97361.66,1,1,1,149922,1
656,Spain,Female,40,10,167878.5,1,0,1,151887,0
596,Spain,Female,54,0,78126.28,1,1,1,153483,1
569,France,Female,44,4,0.0,2,0,0,134395,0
669,France,Female,44,8,96418.09,1,0,0,131609,1
808,France,Male,41,0,0.0,1,1,1,79889,0
633,France,Female,29,7,169988.35,1,1,0,4272,0
556,France,Male,26,4,0.0,1,1,0,195167,0
775,Spain,Male,29,10,0.0,2,1,1,68144,0
803,France,Male,42,5,0.0,1,1,0,196467,1
526,France,Female,37,5,53573.18,1,1,0,62831,0
639,Spain,Male,29,4,133434.57,2,1,0,97983,0
500,Germany,Male,44,9,160838.13,2,1,0,196262,0
640,France,Female,30,6,107499.7,1,1,1,187632,0
526,France,Male,36,1,0.0,1,1,0,160697,0
612,Germany,Male,30,9,142910.15,1,1,0,105891,1
437,France,Female,43,6,0.0,1,1,0,148331,1
520,Germany,Female,31,3,108914.17,1,1,1,183572,1
779,Germany,Male,33,1,158456.76,1,1,1,197001,1
433,Spain,Male,34,9,152806.74,1,1,0,19688,0
601,France,Female,43,2,0.0,1,1,0,49714,1
684,Germany,Male,42,1,117691.0,1,1,1,23136,1
444,France,Male,43,3,0.0,2,1,1,159131,0
575,Spain,Female,30,8,0.0,2,1,0,185342,0
635,Spain,Male,24,4,0.0,2,1,1,70669,0
644,France,Female,46,9,95441.27,1,1,0,108761,1
619,Spain,Female,38,6,0.0,2,1,1,117616,0
670,Spain,Female,57,3,175575.95,2,1,0,99062,1
579,France,Female,33,1,118392.75,1,1,1,157565,0
554,France,Female,35,10,74988.59,2,0,1,190155,0
583,France,Male,40,9,112701.04,1,0,0,29214,0
797,Germany,Female,33,10,83555.58,1,0,0,69767,0
734,Germany,Female,30,7,123040.38,1,1,1,76503,0
